Demand_id,Path,Transponder-100,Transponder-200,Transponder-400
Portland-Calgary,"['Portland', 'Seattle', 'Vancouver', 'Calgary']",0,1,0
Portland-Seattle,"['Portland', 'Seattle']",4,7,4
Portland-Sacrameto,"['Portland', 'SanFrancisco', 'Sacrameto']",1,0,1
Portland-Phoenix,"['Portland', 'SaltLakeCity', 'LasVegas', 'Phoenix']",0,0,1
Portland-SanDiego,"['Portland', 'SanFrancisco', 'LosAngeles', 'SanDiego']",1,0,1
Sacrameto-Vancouver,"['Sacrameto', 'SanFrancisco', 'Portland', 'Seattle', 'Vancouver']",0,0,1
Sacrameto-LosAngeles,"['Sacrameto', 'SanFrancisco', 'LosAngeles']",6,6,8
Sacrameto-SanFrancisco,"['Sacrameto', 'SanFrancisco']",15,12,20
Sacrameto-LasVegas,"['Sacrameto', 'LasVegas']",1,2,0
Sacrameto-SaltLakeCity,"['Sacrameto', 'SaltLakeCity']",0,0,1
Sacrameto-ElPaso,"['Sacrameto', 'LasVegas', 'Phoenix', 'ElPaso']",0,0,1
Sacrameto-Dallas,"['Sacrameto', 'LasVegas', 'Phoenix', 'ElPaso', 'Dallas']",0,1,1
Sacrameto-Houston,"['Sacrameto', 'LasVegas', 'Phoenix', 'ElPaso', 'Houston']",0,2,0
Sacrameto-OklahomaCity,"['Sacrameto', 'SaltLakeCity', 'Denver', 'KansasCity', 'OklahomaCity']",0,0,1
Sacrameto-Minneapolis,"['Sacrameto', 'SaltLakeCity', 'Denver', 'KansasCity', 'Minneapolis']",0,1,1
Sacrameto-KansasCity,"['Sacrameto', 'SaltLakeCity', 'Denver', 'KansasCity']",0,1,0
Sacrameto-Denver,"['Sacrameto', 'SaltLakeCity', 'Denver']",1,0,1
Sacrameto-Chicago,"['Sacrameto', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Chicago']",0,3,1
Sacrameto-Indianapolis,"['Sacrameto', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Indianapolis']",0,1,0
Sacrameto-Detroit,"['Sacrameto', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Chicago', 'Detroit']",0,0,1
Sacrameto-StLouis,"['Sacrameto', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis']",0,0,1
Sacrameto-Nashville,"['Sacrameto', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Memphis', 'Nashville']",1,0,0
Sacrameto-Cleveland,"['Sacrameto', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland']",0,1,0
Sacrameto-NewYork,"['Sacrameto', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'NewYork']",2,1,2
Sacrameto-Montreal,"['Sacrameto', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Chicago', 'Detroit', 'Toronto', 'Montreal']",0,0,1
Sacrameto-Charlotte,"['Sacrameto', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Memphis', 'Nashville', 'Charlotte']",0,0,1
Sacrameto-NewOrleans,"['Sacrameto', 'LasVegas', 'Phoenix', 'ElPaso', 'Houston', 'NewOrleans']",0,0,1
Sacrameto-Boston,"['Sacrameto', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'NewYork', 'Boston']",1,1,0
Sacrameto-Atlanta,"['Sacrameto', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Memphis', 'Nashville', 'Atlanta']",0,1,1
Sacrameto-Miami,"['Sacrameto', 'LasVegas', 'Phoenix', 'ElPaso', 'Houston', 'NewOrleans', 'Miami']",0,0,1
Sacrameto-WashingtonDC,"['Sacrameto', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh', 'WashingtonDC']",1,0,1
Sacrameto-Philadelphia,"['Sacrameto', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh', 'WashingtonDC', 'Philadelphia']",1,2,0
Sacrameto-Toronto,"['Sacrameto', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Chicago', 'Detroit', 'Toronto']",0,2,0
Sacrameto-Pittsburgh,"['Sacrameto', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh']",0,0,1
Sacrameto-Cincinnati,"['Sacrameto', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati']",0,1,0
Sacrameto-Tampa,"['Sacrameto', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Memphis', 'Nashville', 'Atlanta', 'Tampa']",0,1,0
Sacrameto-Memphis,"['Sacrameto', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Memphis']",1,0,0
Sacrameto-Winnipeg,"['Sacrameto', 'SaltLakeCity', 'Calgary', 'Winnipeg']",1,0,0
Sacrameto-Calgary,"['Sacrameto', 'SaltLakeCity', 'Calgary']",0,1,0
Sacrameto-Seattle,"['Sacrameto', 'SanFrancisco', 'Portland', 'Seattle']",1,1,1
Sacrameto-Portland,"['Sacrameto', 'SanFrancisco', 'Portland']",0,1,1
Sacrameto-Phoenix,"['Sacrameto', 'LasVegas', 'Phoenix']",0,1,1
Sacrameto-SanDiego,"['Sacrameto', 'SanFrancisco', 'LosAngeles', 'SanDiego']",0,1,2
Phoenix-Vancouver,"['Phoenix', 'LasVegas', 'SaltLakeCity', 'Portland', 'Seattle', 'Vancouver']",1,1,1
Phoenix-LosAngeles,"['Phoenix', 'SanDiego', 'LosAngeles']",10,13,13
Phoenix-SanFrancisco,"['Phoenix', 'LasVegas', 'Sacrameto', 'SanFrancisco']",3,0,5
Phoenix-LasVegas,"['Phoenix', 'LasVegas']",2,1,2
Phoenix-SaltLakeCity,"['Phoenix', 'LasVegas', 'SaltLakeCity']",0,1,1
Phoenix-ElPaso,"['Phoenix', 'ElPaso']",1,0,1
Phoenix-Dallas,"['Phoenix', 'ElPaso', 'Dallas']",3,0,3
Phoenix-Houston,"['Phoenix', 'ElPaso', 'Houston']",0,3,1
Phoenix-OklahomaCity,"['Phoenix', 'ElPaso', 'Dallas', 'OklahomaCity']",0,0,1
Phoenix-Minneapolis,"['Phoenix', 'ElPaso', 'Dallas', 'OklahomaCity', 'KansasCity', 'Minneapolis']",2,1,1
Phoenix-KansasCity,"['Phoenix', 'ElPaso', 'Dallas', 'OklahomaCity', 'KansasCity']",1,2,0
Phoenix-Denver,"['Phoenix', 'LasVegas', 'SaltLakeCity', 'Denver']",1,2,1
Phoenix-Chicago,"['Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'StLouis', 'Chicago']",2,6,0
Phoenix-Indianapolis,"['Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Indianapolis']",1,0,1
Phoenix-Detroit,"['Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'StLouis', 'Chicago', 'Detroit']",2,1,1
Phoenix-StLouis,"['Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'StLouis']",1,2,0
Phoenix-Nashville,"['Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville']",0,1,0
Phoenix-Cleveland,"['Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland']",0,0,1
Phoenix-NewYork,"['Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland', 'NewYork']",4,4,3
Phoenix-Montreal,"['Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'StLouis', 'Chicago', 'Detroit', 'Toronto', 'Montreal']",0,1,1
Phoenix-Charlotte,"['Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Charlotte']",0,1,0
Phoenix-NewOrleans,"['Phoenix', 'ElPaso', 'Houston', 'NewOrleans']",0,1,1
Phoenix-Boston,"['Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland', 'NewYork', 'Boston']",0,2,1
Phoenix-Atlanta,"['Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Atlanta']",1,2,1
Phoenix-Miami,"['Phoenix', 'ElPaso', 'Houston', 'NewOrleans', 'Miami']",2,2,0
Phoenix-WashingtonDC,"['Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Charlotte', 'WashingtonDC']",3,3,0
Phoenix-Philadelphia,"['Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Charlotte', 'WashingtonDC', 'Philadelphia']",1,1,1
Phoenix-Toronto,"['Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'StLouis', 'Chicago', 'Detroit', 'Toronto']",2,0,1
Phoenix-Pittsburgh,"['Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh']",1,1,0
Phoenix-Cincinnati,"['Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Indianapolis', 'Cincinnati']",0,1,1
Phoenix-Tampa,"['Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Atlanta', 'Tampa']",3,1,0
Phoenix-Memphis,"['Phoenix', 'ElPaso', 'Dallas', 'Memphis']",0,1,0
Phoenix-Winnipeg,"['Phoenix', 'LasVegas', 'SaltLakeCity', 'Calgary', 'Winnipeg']",0,0,1
Phoenix-Calgary,"['Phoenix', 'LasVegas', 'SaltLakeCity', 'Calgary']",0,0,1
Phoenix-Seattle,"['Phoenix', 'LasVegas', 'SaltLakeCity', 'Portland', 'Seattle']",1,0,2
Phoenix-Portland,"['Phoenix', 'LasVegas', 'SaltLakeCity', 'Portland']",0,0,1
Phoenix-Sacrameto,"['Phoenix', 'LasVegas', 'Sacrameto']",1,1,1
Phoenix-SanDiego,"['Phoenix', 'SanDiego']",3,2,3
SanDiego-Vancouver,"['SanDiego', 'LosAngeles', 'SanFrancisco', 'Portland', 'Seattle', 'Vancouver']",0,0,1
SanDiego-LosAngeles,"['SanDiego', 'LosAngeles']",52,43,41
SanDiego-SanFrancisco,"['SanDiego', 'LosAngeles', 'SanFrancisco']",5,2,5
SanDiego-LasVegas,"['SanDiego', 'LosAngeles', 'LasVegas']",2,1,2
SanDiego-SaltLakeCity,"['SanDiego', 'LosAngeles', 'LasVegas', 'SaltLakeCity']",0,0,1
SanDiego-ElPaso,"['SanDiego', 'Phoenix', 'ElPaso']",0,0,1
SanDiego-Dallas,"['SanDiego', 'Phoenix', 'ElPaso', 'Dallas']",3,0,2
SanDiego-Houston,"['SanDiego', 'Phoenix', 'ElPaso', 'Houston']",0,0,2
SanDiego-OklahomaCity,"['SanDiego', 'Phoenix', 'ElPaso', 'Dallas', 'OklahomaCity']",0,1,0
SanDiego-Minneapolis,"['SanDiego', 'LosAngeles', 'LasVegas', 'SaltLakeCity', 'Denver', 'KansasCity', 'Minneapolis']",0,0,1
SanDiego-KansasCity,"['SanDiego', 'LosAngeles', 'LasVegas', 'SaltLakeCity', 'Denver', 'KansasCity']",0,0,1
SanDiego-Denver,"['SanDiego', 'LosAngeles', 'LasVegas', 'SaltLakeCity', 'Denver']",1,0,1
SanDiego-Chicago,"['SanDiego', 'LosAngeles', 'LasVegas', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Chicago']",2,2,1
SanDiego-Indianapolis,"['SanDiego', 'Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Indianapolis']",1,1,0
SanDiego-Detroit,"['SanDiego', 'LosAngeles', 'LasVegas', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Chicago', 'Detroit']",0,1,1
SanDiego-StLouis,"['SanDiego', 'LosAngeles', 'LasVegas', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis']",1,1,1
SanDiego-Nashville,"['SanDiego', 'Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville']",0,1,0
SanDiego-Cleveland,"['SanDiego', 'Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland']",0,2,0
SanDiego-NewYork,"['SanDiego', 'Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland', 'NewYork']",2,4,2
SanDiego-Montreal,"['SanDiego', 'LosAngeles', 'LasVegas', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Chicago', 'Detroit', 'Toronto', 'Montreal']",2,0,1
SanDiego-Charlotte,"['SanDiego', 'Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Charlotte']",2,0,0
SanDiego-NewOrleans,"['SanDiego', 'Phoenix', 'ElPaso', 'Houston', 'NewOrleans']",0,1,0
SanDiego-Boston,"['SanDiego', 'Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland', 'NewYork', 'Boston']",1,0,1
SanDiego-Atlanta,"['SanDiego', 'Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Atlanta']",0,1,1
SanDiego-Miami,"['SanDiego', 'Phoenix', 'ElPaso', 'Houston', 'NewOrleans', 'Miami']",3,1,0
SanDiego-WashingtonDC,"['SanDiego', 'Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Charlotte', 'WashingtonDC']",0,1,2
SanDiego-Philadelphia,"['SanDiego', 'Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Charlotte', 'WashingtonDC', 'Philadelphia']",0,1,1
SanDiego-Toronto,"['SanDiego', 'LosAngeles', 'LasVegas', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Chicago', 'Detroit', 'Toronto']",2,1,1
SanDiego-Pittsburgh,"['SanDiego', 'Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh']",1,1,0
SanDiego-Cincinnati,"['SanDiego', 'Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Indianapolis', 'Cincinnati']",2,0,0
SanDiego-Tampa,"['SanDiego', 'Phoenix', 'ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Atlanta', 'Tampa']",0,0,1
SanDiego-Memphis,"['SanDiego', 'Phoenix', 'ElPaso', 'Dallas', 'Memphis']",0,1,0
SanDiego-Winnipeg,"['SanDiego', 'LosAngeles', 'LasVegas', 'SaltLakeCity', 'Calgary', 'Winnipeg']",0,1,0
SanDiego-Calgary,"['SanDiego', 'LosAngeles', 'LasVegas', 'SaltLakeCity', 'Calgary']",0,1,0
SanDiego-Seattle,"['SanDiego', 'LosAngeles', 'SanFrancisco', 'Portland', 'Seattle']",0,2,1
SanDiego-Portland,"['SanDiego', 'LosAngeles', 'SanFrancisco', 'Portland']",2,1,0
SanDiego-Sacrameto,"['SanDiego', 'LosAngeles', 'SanFrancisco', 'Sacrameto']",1,1,1
SanDiego-Phoenix,"['SanDiego', 'Phoenix']",3,2,3
